학원명,도로명주소,Latitude,Longitude,정원합계,일시수용능력인원합계
더함미술학원,서울특별시 노원구 덕릉로 669,37.6573787,127.074582,18,52
건우애듀원격교육학원,서울특별시 노원구 동일로191가길 22,37.6260045,127.0714139,2619738,9999
비트영어학원,서울특별시 노원구 한글비석로 272,37.6517354,127.0775931,46,110
스코어퍼펙트영어교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,15,5
더베스트학원,서울특별시 노원구 한글비석로 273,37.6521755,127.0771914,90,82
S.JGuitarMusic음악교습소,서울특별시 노원구 상계로1길 74,37.6594056,127.0615269,28,7
SR과학탐구학원,서울특별시 노원구 한글비석로 263,37.6512178,127.0764633,80,90
The오른수학학원,서울특별시 노원구 한글비석로52길 16,37.6651931,127.0665093,130,87
다원수타수학학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,110,88
티앤씨학원,서울특별시 노원구 월계로45길 37,37.6269962,127.0503638,192,78
수리수리와수학교습소,서울특별시 노원구 섬밭로 139,37.6291633,127.0668178,16,5
클라쎄독일어교습소,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,2,5
수학의기술은행사거리점학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,101,72
예일1:1맞춤코칭학원,서울특별시 노원구 한글비석로41가길 15,37.6623379,127.067762,80,78
클리닉과학교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,21,3
장민준영어학원,서울특별시 노원구 한글비석로 273,37.6521755,127.0771914,330,69
KO과학교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,35,5
알로곤학원,서울특별시 노원구 중계로 218,37.6508704,127.0760059,410,134
알로곤영재센터학원,서울특별시 노원구 중계로 218,37.6508704,127.0760059,280,125
Museum학원,서울특별시 노원구 한글비석로 325,37.6563943,127.0777101,100,84
그리고미술교습소,서울특별시 노원구 동일로242라길 9,37.6761423,127.0571793,56,8
이승하수학교습소,서울특별시 노원구 동일로 1343,37.6484923,127.0619864,12,4
산내들미술학원,서울특별시 노원구 한글비석로 470,37.6647174,127.0659868,524,133
더베스트프리미엄영어교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,15,5
최쌤수학상계수학교습소,서울특별시 노원구 동일로227길 26,37.6687829,127.0537253,72,9
올리브국어논술교습소,서울특별시 노원구 중계로14나길 44,37.6483087,127.0831926,12,4
차수학교습소,서울특별시 노원구 동일로245길 162,37.6815167,127.0538446,18,6
중계당근수학교습소,서울특별시 노원구 상계로1길 74,37.6594056,127.0615269,119,9
조송아국어전문학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,83,98
안성용수학교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,48,3
엠베스트에스(SE)중계건영캠퍼스학원,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,80,69
명수학교습소,서울특별시 노원구 마들로 59,37.6212796,127.0676557,15,3
다니엘학원,서울특별시 노원구 한글비석로 411,37.6612609,127.0706481,55,76
아트앤아트미술교습소,서울특별시 노원구 석계로 49,37.6185529,127.0625822,54,9
윤승완영어학원,서울특별시 노원구 한글비석로 235,37.6487645,127.0763385,4539,207
수락리버시티잉글리시아이영어교습소,서울특별시 노원구 누원로 18,37.6860515,127.0535696,25,5
킴스뮤직음악교습소,서울특별시 노원구 노원로1길 75,37.6208425,127.0830671,25,8
로고스이(e)해법학원,서울특별시 노원구 덕릉로118길 29,37.667829,127.0816184,180,86
자연계에듀학원,서울특별시 노원구 한글비석로 245,37.6495965,127.0763777,59994,9999
서울부동산경(공)매전문학원,서울특별시 노원구 상계로1길 24,37.6570888,127.0617207,210,76
토즈상계스마트독서실,서울특별시 노원구 동일로 1528,37.6648039,127.0581367,130,138
메타클래스(metaclass)영수전문학원,서울특별시 노원구 동일로 1365,37.6505935,127.0612172,40,83
고도미술교습소,서울특별시 노원구 동일로177길 20,37.6209566,127.0732633,6,3
수북수북국어논술교습소,서울특별시 노원구 노원로1길 9,37.6221921,127.0863931,20,8
원일수학교습소,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,12,6
중계스즈키바이올린첼로학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,80,43
크레버스영재관중계제1지점학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,854,105
오렌지수학교습소,서울특별시 노원구 노원로 314,37.6446072,127.0720589,20,5
동덕피아노박사음악학원,서울특별시 노원구 마들로 31,37.6178025,127.0685682,148,49
혜윰서가독서논술교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,40,4
우리수학교습소,서울특별시 노원구 한글비석로1길 65,37.6405411,127.0703623,20,4
숙명예인발레아카데미학원,서울특별시 노원구 노원로1길 9,37.6221921,127.0863931,128,54
스카이(SKY)미래연학원,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,135,79
이화라인발레학원,서울특별시 노원구 한글비석로48길 11,37.664778,127.0670262,48,48
큐브레인수학교습소,서울특별시 노원구 노원로 547,37.6607248,127.0569722,4,5
Sally`s바이올린교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,2,2
라티오수학학원,서울특별시 노원구 한글비석로 273,37.6521755,127.0771914,30,214
멘토수학전문학원,서울특별시 노원구 한글비석로 273,37.6521755,127.0771914,42,74
중계이바인어학원,서울특별시 노원구 중계로 219,37.6504923,127.0756701,15,153
지이티영어교습소,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,18,9
중계세종수학교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,24,5
윤선생우리집앞영어상계은빛영어교습소,서울특별시 노원구 동일로245길 162,37.6815167,127.0538446,81,9
윤선생우리집앞영어교실하계현대우성영어교습소,서울특별시 노원구 섬밭로 232,37.6368495,127.0663824,34,6
예랑피아노교습소,서울특별시 노원구 한글비석로46길 26,37.6646861,127.0689404,20,5
아트빈미술창작소미술교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,18,8
레몬영어교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,6,3
스카이(SKY)2관학원,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,214,161
노창호수학전문학원,서울특별시 노원구 동일로 1345,37.6486893,127.0618793,240,75
노원이르키움학원,서울특별시 노원구 상계로 77,37.6566612,127.0635755,74,129
디에이블(theA+ble)학원,서울특별시 노원구 덕릉로83길 5,37.6591605,127.0744704,60,70
프라임리더스앤1:1영어학원,서울특별시 노원구 덕릉로73길 18,37.6521826,127.0724569,29,95
글맛국어교습소,서울특별시 노원구 공릉로34길 118,37.626007,127.0806262,15,5
스터디코치영어전문학원,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,180,114
중계미래탐구영재관학원,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,240,83
그림숲미술교습소,서울특별시 노원구 덕릉로112길 36,37.6662857,127.07975,54,6
중계그린e해법수학교습소,서울특별시 노원구 동일로 1279,37.642026,127.0641086,27,9
이유신원탑국어논술교습소,서울특별시 노원구 동일로 1550,37.6669174,127.0575806,15,5
한우리중계독서논술교습소,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,14,7
줄리어드피아노교습소,서울특별시 노원구 중계로 225,37.6498272,127.0743318,15,3
하이매스수학교습소,서울특별시 노원구 한글비석로 253,37.6504239,127.0763502,20,4
피즐음악학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,420,54
구영민클리닉수학교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,12,4
그림그리는화가들미술교습소,서울특별시 노원구 노원로 522,37.6612049,127.0610037,8,4
문정희e해법수학학원,서울특별시 노원구 섬밭로 209,37.6354449,127.0642439,80,69
스마트해법수학하계연촌초점수학교습소,서울특별시 노원구 공릉로58길 82,37.6354592,127.0729904,35,5
서울국가검정고시학원,서울특별시 노원구 상계로 90,37.656272,127.0646298,499950,9999
아이드림과학교습소,서울특별시 노원구 중계로18길 17,37.6515236,127.0778413,15,5
백탑영어교습소,서울특별시 노원구 중계로18길 17,37.6515236,127.0778413,24,4
생각생긋미술교습소,서울특별시 노원구 한글비석로 571,37.6641843,127.0546598,21,7
생각을그리는미술교습소,서울특별시 노원구 마들로 31,37.6178025,127.0685682,10,5
수박에듀학원,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,220,69
배틀영어학원,서울특별시 노원구 중계로19길 48,37.6485878,127.0742954,20,71
삼성영어교습소,서울특별시 노원구 덕릉로 459-37,37.6467584,127.0595441,15,5
홍익미술교습소,서울특별시 노원구 동일로192나길 14,37.6272811,127.0751572,12,6
그린숲아트미술교습소,서울특별시 노원구 덕릉로 459-37,37.6467584,127.0595441,90,9
국풍2000중계1관학원,서울특별시 노원구 중계로18길 9,37.6511373,127.077782,475,90
스터디플러스독서실,서울특별시 노원구 덕릉로 603,37.651819,127.0728249,400,100
러닝템푸스학원,서울특별시 노원구 동일로 1308,37.6470009,127.0661,46,68
BNK어학원,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,96,151
쏙쏙수학교습소,서울특별시 노원구 마들로 59,37.6212796,127.0676557,55,6
중계심슨어학원,서울특별시 노원구 한글비석로 253,37.6504239,127.0763502,600,285
Jh안정희영어학원,서울특별시 노원구 동일로 1053,37.6240241,127.0731581,210,174
다온국어전문학원,서울특별시 노원구 중계로 201,37.6504487,127.0777705,40,70
불암미래해법영어교습소,서울특별시 노원구 덕릉로118길 17,37.6677706,127.0798573,10,5
레알영어학원,서울특별시 노원구 동일로 1554,37.6671866,127.0575159,88,83
엘파인어학원,서울특별시 노원구 노원로 254,37.6402077,127.0735771,36,156
김쌤수학의숲수학교습소,서울특별시 노원구 섬밭로 263,37.6387852,127.0624881,69,8
중계컴퓨터학원,서울특별시 노원구 한글비석로 253,37.6504239,127.0763502,118,48
김영숙컨설팅키즈스피치마루지웅변학원,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,48,44
리드앤톡영어교습소,서울특별시 노원구 월계로45길 21,37.6265468,127.0497923,7,7
카이스트수학교습소,서울특별시 노원구 섬밭로 125,37.6272664,127.0686136,63,7
명인어린이바둑교습소,서울특별시 노원구 노원로 540,37.6614571,127.0593957,9,9
제니퍼영어?수학학원,서울특별시 노원구 노원로 522,37.6612049,127.0610037,60,82
이엔엠멘토보습학원,서울특별시 노원구 공릉로59길 15,37.6331962,127.0710597,72,68
YBM시사잉글루학원,서울특별시 노원구 석계로9길 13,37.6173257,127.0634073,21,69
이화영수학교습소,서울특별시 노원구 한글비석로 571,37.6641843,127.0546598,36,4
중계리드인독서논술교습소,서울특별시 노원구 한글비석로 253,37.6504239,127.0763502,40,8
강!수학교습소,서울특별시 노원구 섬밭로 287,37.6408062,127.0620278,12,4
숨음악교습소,서울특별시 노원구 한글비석로24길 21,37.6619099,127.0718904,18,9
유진영어교습소,서울특별시 노원구 석계로 49,37.6185529,127.0625822,35,7
이투스247강북학원,서울특별시 노원구 노원로 236,37.6391161,127.0751565,210,275
수단비학원,서울특별시 노원구 화랑로 349,37.6153932,127.066658,30,74
노원위드피아노학원,서울특별시 노원구 상계로3길 21,37.6572049,127.0623355,601,46
클라라음악교습소,서울특별시 노원구 덕릉로 591,37.6510441,127.0718403,55,9
e해법수학셀파수학중계염광점수학교습소,서울특별시 노원구 한글비석로15길 48,37.6562734,127.0734915,36,9
공마연독서실,서울특별시 노원구 노원로34길 112,37.6639575,127.066305,315,101
이앤엠(E&M)학원,서울특별시 노원구 수락산로 212,37.6708271,127.0553544,560,80
더쌤(The Ssam)학원,서울특별시 노원구 동일로198길 10,37.6285642,127.0727285,164,71
발해사탐사회교습소,서울특별시 노원구 중계로 198,37.6519314,127.0795434,30,6
자연머리아카데미학원,서울특별시 노원구 동일로 1673,37.6778864,127.0548082,50,70
작은별바이올린교습소,서울특별시 노원구 덕릉로73길 28,37.6534321,127.072311,3,3
유년의정원도자기미술교습소,서울특별시 노원구 동일로 1368,37.6507502,127.0619389,9,9
인서울플래너수학교습소,서울특별시 노원구 공릉로59길 15,37.6331962,127.0710597,8,2
스터디뱅크상계독서실,서울특별시 노원구 노원로 558,37.6615829,127.0570969,85,136
뿌리과학교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,12,2
대신영어교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,24,6
참국어논술교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,15,3
이레영어학원,서울특별시 노원구 동일로 1550,37.6669174,127.0575806,24,68
최태영영어교습소,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,18,3
에꼴(ecole)뮤직음악교습소,서울특별시 노원구 중계로 8길 29,37.6473305,127.0833006,88,8
제이(J)음악교습소,서울특별시 노원구 노원로28길 9,37.6537412,127.0689054,25,7
로보티즈키즈랩노원학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,120,102
스카이독서실,서울특별시 노원구 동일로207길 184,37.6363492,127.0613398,138,138
하계점와와학습코칭학원,서울특별시 노원구 노원로 254,37.6402077,127.0735771,432,93
에듀맥스학원,서울특별시 노원구 한글비석로 363,37.6579097,127.0744272,168,74
윤승기영어학원,서울특별시 노원구 중계로 218,37.6508704,127.0760059,30,73
라온독서실,서울특별시 노원구 동일로198길 78,37.629665,127.075765,132,96
애니포스만화학원,서울특별시 노원구 동일로 1379,37.6518002,127.0608789,326,114
대진중국어학원,서울특별시 노원구 노해로75길 14-26,37.6545625,127.0588968,70,147
뉴대원학원,서울특별시 노원구 동일로 1530,37.665073,127.0580605,140,99
진영어교습소,서울특별시 노원구 덕릉로 804,37.6685946,127.0800143,81,9
그래이수학학원,서울특별시 노원구 중계로 220,37.6508775,127.0756868,100,116
노승환의화학과학교습소,서울특별시 노원구 한글비석로 276,37.6518713,127.0777853,20,7
이은아카데미학원,서울특별시 노원구 덕릉로115다길 66,37.6695145,127.0790147,40,44
중계탑클래스학원,서울특별시 노원구 한글비석로 367,37.6582966,127.0741003,860,94
피아노의숲음악학원,서울특별시 노원구 덕릉로112길 36,37.6662857,127.07975,126,42
토즈스터디센터상계2독서실,서울특별시 노원구 동일로243길 33,37.6784574,127.053067,762,141
영재아카데미학원,서울특별시 노원구 중계로 218,37.6508704,127.0760059,220,82
독한에듀윌경찰소방학원,서울특별시 노원구 상계로5길 32,37.6571323,127.0628182,1680,401
스타일미용학원,서울특별시 노원구 상계로 55,37.6560884,127.0610411,258,139
강철수학교습소,서울특별시 노원구 석계로 49,37.6185529,127.0625822,27,9
더그림미술교습소,서울특별시 노원구 동일로227길 26,37.666989,127.054523,28,9
민희피아노음악교습소,서울특별시 노원구 동일로 1550,37.6669174,127.0575806,40,9
브레인스쿨학원,서울특별시 노원구 동일로 1374,37.6513068,127.061782,25,51
김쌤수학교습소,서울특별시 노원구 섬밭로 125,37.6272664,127.0686136,8,9
씨오에스(COS)학원,서울특별시 노원구 중계로 202,37.6508676,127.077805,36,70
더블유티알씨(TRC)수학학원,서울특별시 노원구 중계로 206,37.6508711,127.077531,135,104
더이룸학원,서울특별시 노원구 동일로227길 26,37.666989,127.054523,70,70
에이비씨(ABC)피아노교습소,서울특별시 노원구 노원로1나길 11,37.6214089,127.0826538,40,5
캠브리지학원,서울특별시 노원구 한글비석로 530,37.6661657,127.0593193,110,148
깃국어교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,24,4
와이지수학과학학원,서울특별시 노원구 동일로 1533,37.665345,127.0572197,48,73
자라다남아미술학원,서울특별시 노원구 노원로 254,37.6402077,127.0735771,15,52
진수학교습소,서울특별시 노원구 동일로218길 17,37.6539147,127.0619142,10,5
엠에스씨브레인컨설팅중계학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,80,97
아몬드트리미술교습소,서울특별시 노원구 공릉로34길 22,37.6227002,127.0804238,8,8
로제타스톤영어교실상계보람점영어교습소,서울특별시 노원구 노원로34길 98,37.6632663,127.0661948,45,9
더제이엠학원,서울특별시 노원구 공릉로46길 13,37.6273958,127.079562,170,90
진환주영어교습소,서울특별시 노원구 동일로218길 17,37.6539147,127.0619142,20,4
코스모스과학학원,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,88,107
상생국영수학원,서울특별시 노원구 동일로227길 26,37.6687829,127.0537253,132,88
이젠수학교습소,서울특별시 노원구 동일로 1554,37.6671866,127.0575159,28,4
아울미술교습소,서울특별시 노원구 공릉로59길 15,37.6331962,127.0710597,96,8
에이블독서실,서울특별시 노원구 한글비석로24길 63,37.6632238,127.0735239,72,100
그림앤그림미술교습소,서울특별시 노원구 한글비석로8길 16,37.6472756,127.0779151,32,4
지니음악교습소,서울특별시 노원구 누원로 28,37.6875043,127.0544509,40,4
조재현수학교습소,서울특별시 노원구 노원로 434,37.6549617,127.0683084,45,9
원실용음악학원,서울특별시 노원구 노원로26길 181,37.6580745,127.0713023,10,51
더엠(TheM)수학전문학원,서울특별시 노원구 한글비석로 235,37.6487645,127.0763385,130,69
수학의달인공릉수학교습소,서울특별시 노원구 공릉로34길 62,37.6234994,127.0831875,8,4
하이미디어컴퓨터학원,서울특별시 노원구 상계로5길 32,37.6571323,127.0628182,4360,227
씨비씨(CBC)수학학원,서울특별시 노원구 한글비석로 271,37.6519943,127.0770251,108,79
중계폴리어학원,서울특별시 노원구 노원로 236,37.6391161,127.0751565,144,288
윈(WIN)영어교습소,서울특별시 노원구 중계로 201,37.6504487,127.0777705,18,3
에이원(Aone)수학전문학원,서울특별시 노원구 노원로 257,37.6402604,127.072739,83,68
와우미술교습소,서울특별시 노원구 공릉로58길 111,37.6359551,127.0745015,48,9
더블유수학학원,서울특별시 노원구 한글비석로 272,37.6517354,127.0775931,91,185
플래뮤노원미술학원,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,25,51
장민준영어1관학원,서울특별시 노원구 한글비석로 273,37.6521755,127.0771914,330,111
SR사회탐구1관학원,서울특별시 노원구 중계로 206,37.6508711,127.077531,70,111
레알편입학원,서울특별시 노원구 동일로 1341,37.6483254,127.0620718,114,182
조봉관수학수리논술학원,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,64,68
아우라(aura)학원,서울특별시 노원구 공릉로35길 2,37.6229716,127.0791633,128,68
뮤직트리음악교습소,서울특별시 노원구 덕릉로 730,37.6632116,127.0771559,25,5
뿌리깊은국어논술교습소,서울특별시 노원구 마들로 31,37.6178025,127.0685682,15,5
스마트해법수학공릉수학교습소,서울특별시 노원구 공릉로46길 23,37.6280883,127.0803087,8,4
뮤직프렌즈음악교습소,서울특별시 노원구 한글비석로52길 12,37.664986,127.0664767,17,8
윤선생우리집앞영어교실중평영어교습소,서울특별시 노원구 섬밭로 263,37.6387852,127.0624881,96,8
키즈앤수학교습소,서울특별시 노원구 중계로 225,37.6498272,127.0743318,9,3
몽마르뜨미술교습소,서울특별시 노원구 덕릉로71길 30,37.651184,127.0705238,20,7
에이스미술학원,서울특별시 노원구 노해로 482,37.6542263,127.0617322,30,80
매일플러스수학교습소,서울특별시 노원구 노원로1길 21,37.6214487,127.0851487,12,4
해법상계주공2영어교습소,서울특별시 노원구 동일로215길 81,37.6502137,127.0568875,30,5
비상플러스수학교습소,서울특별시 노원구 동일로215길 81,37.6502137,127.0568875,25,5
더쎈수학전문학원,서울특별시 노원구 한글비석로47길 34,37.6627231,127.0667191,58,78
어썸팩토리중계플레이스독서실,서울특별시 노원구 중계로12가길 19,37.6479908,127.0825978,376,188
영재체험수학학원,서울특별시 노원구 한글비석로 271,37.6519943,127.0770251,30,69
니드영어교습소,서울특별시 노원구 동일로 1530,37.665073,127.0580605,21,4
스마트해법수학공릉우방점수학교습소,서울특별시 노원구 노원로 58,37.6266495,127.0873143,36,9
스터디센터씨엔티(CNT)서울공릉센터독서실,서울특별시 노원구 동일로 1051,37.623801,127.073232,69,96
수풀림수학학원,서울특별시 노원구 노원로 254,37.6402077,127.0735771,73,83
러시아클래식발레교습소,서울특별시 노원구 노원로 476,37.6588282,127.0652956,24,9
그릿영어교습소,서울특별시 노원구 중계로 202,37.6508676,127.077805,25,5
청담노원역점독서실,서울특별시 노원구 동일로218길 41,37.6541939,127.0631566,174,124
슈에뜨음악교습소,서울특별시 노원구 상계로9가길 53,37.6599814,127.0683071,47,9
노원창조의아침미술학원,서울특별시 노원구 동일로 1402,37.6537517,127.0611686,470,86
엘리스의다락방공예교습소,서울특별시 노원구 덕릉로 459-47,37.6472467,127.0595377,4,1
생각하는황소수학학원,서울특별시 노원구 중계로 206,37.6508711,127.077531,1955,173
한창호영어교습소,서울특별시 노원구 중계로 164,37.6497313,127.0811529,28,7
채움독서실,서울특별시 노원구 섬밭로 258,37.6388263,127.0647546,110,139
밀리에듀영어학원,서울특별시 노원구 상계로 193-14,37.6630427,127.0745157,62,68
아우라수학교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,3,3
탑그린영어교습소,서울특별시 노원구 노원로 314,37.6446072,127.0720589,6,2
최샘영어교습소,서울특별시 노원구 석계로 49,37.6185529,127.0625822,8,4
파고다(PAGODA)차이랑중국어교습소,서울특별시 노원구 동일로 1280,37.6427206,127.0665677,80,4
영쌤창의수학교습소,서울특별시 노원구 한글비석로15길 48,37.6562734,127.0734915,52,4
제타영어학원,서울특별시 노원구 덕릉로 589,37.6509693,127.0717399,94,70
중계수암스마트해법영어교습소,서울특별시 노원구 중계로 8길 29,37.6473305,127.0833006,24,6
더올림(노원)학원,서울특별시 노원구 한글비석로 460,37.66447,127.0669577,240,70
케이엠에듀(KMEdu)수학학원,서울특별시 노원구 한글비석로8길 29,37.648309,127.0784988,174,94
스타메디간호학원,서울특별시 노원구 동일로 1372,37.6510984,127.0618323,1005,174
하늘높이컨설팅진학지도교습소,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,16,4
홍재룡수학전문학원,서울특별시 노원구 한글비석로 281,37.6528843,127.0777274,102,116
그린램프라이브러리중계캠퍼스독서실,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,226,113
크리스티잉글리시영어교습소,서울특별시 노원구 동일로245길 162,37.6815167,127.0538446,24,4
어썸잉글리쉬중계브랜치학원,서울특별시 노원구 중계로 217,37.6504871,127.0759853,24,76
노원바리스타전문학원,서울특별시 노원구 동일로 1393,37.6529411,127.0605151,106,111
닥터(Dr.)국어교습소,서울특별시 노원구 노원로 547,37.6607248,127.0569722,9,9
마이스터제과제빵학원,서울특별시 노원구 상계로7길 13,37.657322,127.065016,188,75
책통클럽독서논술교습소,서울특별시 노원구 한글비석로15길 48,37.6562734,127.0734915,21,7
카이로스프랩독서실,서울특별시 노원구 덕릉로 712-4,37.6609927,127.075927,224,112
하이스트영어교습소,서울특별시 노원구 한글비석로48길 25,37.6654456,127.0671842,6,3
기파랑문해원학원,서울특별시 노원구 한글비석로 253,37.6504239,127.0763502,105,79
준`S수학교습소,서울특별시 노원구 한글비석로15길 48,37.6562734,127.0734915,15,5
하우스터디중계2센터독서실,서울특별시 노원구 중계로14길 41,37.6502284,127.08244,186,93
이주영영어교습소,서울특별시 노원구 덕릉로73길 28,37.6534321,127.072311,15,3
디자인가우디애니마션미술학원,서울특별시 노원구 동일로217가길 11,37.6534592,127.059882,450,95
북꼬리논술교습소,서울특별시 노원구 중계로 217,37.6504871,127.0759853,18,9
중계덕스원격교습학원,서울특별시 노원구 한글비석로 233,37.6484948,127.0763004,500,9999
토마토아틀리에미술교습소,서울특별시 노원구 공릉로 159,37.6242674,127.0794917,108,9
아이비탑리딩중계영어학원,서울특별시 노원구 중계로 170,37.6501065,127.0812326,49,78
임팩트과학학원,서울특별시 노원구 노원로22길 70,37.6468287,127.0728289,100,73
단디독서실,서울특별시 노원구 동일로 1365,37.6505935,127.0612172,132,136
강북청솔독서실,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,121,952
유플러스에듀(u+edu)영어교습소,서울특별시 노원구 한글비석로 89,37.6393884,127.0715555,8,4
예진음악교습소,서울특별시 노원구 동일로 1280,37.6427206,127.0665677,63,9
버팀수학학원,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,26,74
타임유독서실,서울특별시 노원구 수락산로 212,37.6708271,127.0553544,127,127
또래음악교습소,서울특별시 노원구 한글비석로46길 72,37.6665942,127.0696978,11,9
혜윰수학교습소,서울특별시 노원구 마들로 31,37.6178025,127.0685682,44,4
옳은국어논술전문학원,서울특별시 노원구 노원로 257,37.6402604,127.072739,150,117
정회원아뜰리에미술교습소,서울특별시 노원구 섬밭로 209,37.6354449,127.0642439,32,8
해법셀파수학교습소,서울특별시 노원구 동일로175길 20,37.6196843,127.0736685,20,5
캥거루영어교습소,서울특별시 노원구 상계로1길 74,37.6594056,127.0615269,16,8
피오나영어교습소,서울특별시 노원구 상계로1길 74,37.6594056,127.0615269,13,8
마술피리음악교습소,서울특별시 노원구 월계로45길 21,37.6265468,127.0497923,80,6
리즈음악교습소,서울특별시 노원구 월계로45길 21,37.6265468,127.0497923,39,9
매쓰위너수학교습소,서울특별시 노원구 덕릉로73길 28,37.6534321,127.072311,56,9
포커스독서실,서울특별시 노원구 석계로 49,37.6185529,127.0625822,127,97
아이엔수학교습소,서울특별시 노원구 중계로 220,37.6508775,127.0756868,6,6
EA+(이에이플러스)수학교습소,서울특별시 노원구 덕릉로 669,37.6573787,127.074582,12,4
국풍2000중계2관학원,서울특별시 노원구 중계로 202,37.6508676,127.077805,475,163
피티(PT)수학학원,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,12,76
인스카이승무원학원,서울특별시 노원구 동일로 1426,37.6560024,127.0605468,74,81
바른학원,서울특별시 노원구 공릉로34길 10-5,37.6223495,127.0799658,50,69
상상미술교습소,서울특별시 노원구 한글비석로 474,37.6648566,127.0654725,27,9
참바른글씨펜글씨교습소,서울특별시 노원구 동일로218길 35,37.6540888,127.0626882,8,8
미술공장아트토리학원,서울특별시 노원구 상계로 74,37.6560154,127.063116,90,54
한울학원,서울특별시 노원구 공릉로38길 23-6,37.6234908,127.0808456,172,68
그림그리다미술교습소,서울특별시 노원구 한글비석로52길 6,37.6647798,127.0664431,25,5
엠(M)수학학원,서울특별시 노원구 동일로 1393,37.6529411,127.0605151,100,70
지오수학교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,50,5
이엘피아노음악교습소,서울특별시 노원구 동일로228길 35,37.6679406,127.0590332,40,6
제이스(JAY`S)보습학원,서울특별시 노원구 광운로10길 3,37.6208884,127.0593315,96,99
영샘의영어교실영어교습소,서울특별시 노원구 월계로55길 3,37.6317292,127.0596864,12,4
우나숨국어논술학원,서울특별시 노원구 노원로 526,37.6612312,127.0605602,58,77
투핸즈과학전문학원,서울특별시 노원구 중계로 219,37.6504923,127.0756701,120,68
글숲국어논술교습소,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,35,5
수쌤수학교습소,서울특별시 노원구 월계로55길 3,37.6317292,127.0596864,36,9
재밌는수학교습소,서울특별시 노원구 한글비석로 396,37.6614765,127.0728242,12,4
알파영어교습소,서울특별시 노원구 동일로207길 184,37.6363492,127.0613398,24,6
(주)메디잡리더스간호학원,서울특별시 노원구 노해로 488,37.6543208,127.0621574,30,197
탑플레이스비알(BR)영어교습소,서울특별시 노원구 중계로18길 9,37.6511373,127.077782,20,4
유투엠중계캠퍼스학원,서울특별시 노원구 한글비석로 270,37.6515579,127.077432,72,143
중계고등전문안형준국어교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,28,4
시온수학교습소,서울특별시 노원구 동일로 1551,37.6668834,127.0568372,48,9
수학의기술학원,서울특별시 노원구 노원로22길 70,37.6468287,127.0728289,85,68
전문가집단2관학원,서울특별시 노원구 한글비석로 270,37.6515579,127.077432,60,77
아르떼발레학원,서울특별시 노원구 동일로 1365,37.6505935,127.0612172,50,53
엘에스씨(LSC)영어학원,서울특별시 노원구 한글비석로 270,37.6515579,127.077432,100,77
